signature,cluster_size,locator_id_stability,locator_name_stability,locator_class_stability,locator_linkText_stability,locator_partialLinkText_stability,locator_xpath_stability,locator_css_stability
a||||||fantasia feminina,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fashion,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fashion accessories,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fat bike,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fazendo o pagamento,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||featured brands,15,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.6
a||||||feminino,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||ferramentas e equipamentos,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fidget spinner,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fikri mülkiyet hakkı i̇hlali bildir,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fino al 50% di sconto,10,0.0,0.0,0.0,1.0,1.0,0.1,0.1
a||||||fishing,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fishing lure,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fitness,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||flash deals,100,0.0,0.0,1.0,1.0,1.0,0.24,0.33
a||||||flash traite,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||flat iron,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||flaş fırsatlar,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fliggy,96,0.0,0.0,0.0,1.0,1.0,0.5104166666666666,0.5104166666666666
a||||||flower,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fm transmitter,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||foamposite,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||formal dress,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fox fur coat,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||français,13,0.0,0.0,0.0,1.0,1.0,0.5384615384615384,0.5384615384615384
a||||||frauen kleidung & zubehör,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||french,79,0.0,0.0,0.0,1.0,1.0,0.46835443037974683,0.46835443037974683
a||||||frete grátis brasil,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||frontal,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||frozen dress,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||funda pasaporte,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||fur,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||furniture,16,0.0,0.0,0.0,1.0,1.0,0.5625,0.9375
a||||||galaxy s8,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||gasta menos con la app,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||geek,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||gel nail polish set,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||geri bildirim anketi,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||german,79,0.0,0.0,0.0,1.0,1.0,0.46835443037974683,0.46835443037974683
a||||||gift bag,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||gimbal,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||girls clothes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||glasses,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||gold bracelet,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||gold watch,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||google home mini,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||google play,96,0.0,0.0,1.0,1.0,1.0,0.5104166666666666,0.5104166666666666
a||||||gopro,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||gothic,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||gouvernement et support technique,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||great value,84,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.42857142857142855
a||||||gucci shirt,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||gucci sunglasses,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||guia do comprador novato,6,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333
a||||||guide du nouvel utilisateur,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||guitar,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||guía para nuevos usuarios,5,0.0,0.0,0.0,1.0,1.0,0.4,0.4
a||||||gym bag,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||générateur,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hair,18,0.0,0.0,0.0,1.0,1.0,0.5,1.0
a||||||hair bundles,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hair curler,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hair extension,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hair scarf,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||halloween,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hand tools,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||handbag,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||handys & telekommunikation,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hasta −70%,10,0.0,0.0,0.0,1.0,1.0,0.1,0.1
a||||||hat,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hats & caps men,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hats for women,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||haus & garten,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||head bands for women,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||headbands for women,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||headphones,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||health & beauty,15,0.0,0.0,0.0,1.0,1.0,0.6,1.0
a||||||heated gloves,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hebrew,79,0.0,0.0,0.0,1.0,1.0,0.46835443037974683,0.46835443037974683
a||||||heimwerker,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||herenkleding & accessoires,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||herrenbekleidung & zubehör,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hesap,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
"a||||||hi,",1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hi-tech,2,0.0,0.0,1.0,1.0,1.0,0.5,0.5
a||||||hi-tech смотреть все,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||high quality bag,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||highlighter,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hilfezentrum,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hip hop jewelry,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hockey,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||home,5,0.0,0.0,0.0,1.0,1.0,0.2,0.4
a||||||home & garden,20,0.0,0.0,0.0,1.0,1.0,0.45,0.95
a||||||home furniture,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||home improvement,21,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.9047619047619048
a||||||home security,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||homecoming dresses,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||honda,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||honor 10,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||hoverboard,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||huawei p30 pro,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||huis & tuin,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||human hair bob wigs,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||human hair wigs,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||i love you necklace,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||identifícate,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0
a||||||im trend,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||industrial piercing,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||informar de una infracción dpi,5,0.0,0.0,0.0,1.0,1.0,0.8,0.8
a||||||inscreva-se,5,0.0,0.0,0.0,1.0,1.0,0.4,0.6
a||||||intellectual property protection,90,0.0,0.0,0.0,1.0,1.0,0.4666666666666667,0.4666666666666667
a||||||inuyasha,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||iphone,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||iphone 12 pro case,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||iphone 5s case,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||iphone 6s plus case,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||iphone 7,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||iphone case 11,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||iphone xr,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||iphone xr cases,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||iphone xs max,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||iscriviti gratuitamente,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||italian,79,0.0,0.0,0.0,1.0,1.0,0.46835443037974683,0.46835443037974683
a||||||italiano,13,0.0,0.0,0.0,1.0,1.0,0.5384615384615384,0.5384615384615384
a||||||itao,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||i̇stek listesi,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||i̇şlem hizmetleri anlaşması,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||japanese,80,0.0,0.0,0.0,1.0,1.0,0.4625,0.4625
a||||||jaqueta masculina,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||jeans,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||jelly purse,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||jewelry,19,0.0,0.0,0.0,1.0,1.0,0.47368421052631576,1.0
a||||||jewelry & accessories,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||jewelry & watches,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||joggers men,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||join,60,0.0,0.0,0.0,1.0,1.0,0.3,0.55
a||||||jordan 11,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||juhuasuan,96,0.0,0.0,0.0,1.0,1.0,0.5104166666666666,0.5104166666666666
a||||||jumpsuit,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||jóias,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||jóias e relógios,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||karaty,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||kategorien,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||kategoriler,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||katıl,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||key chain,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||keyboard,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||keychains,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||kid dress for girl 2020,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||kids,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||kids & baby,19,0.0,0.0,0.0,1.0,1.0,0.47368421052631576,1.0
a||||||kids toys,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||kids winter clothes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||klantenservice,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||knife sharpener,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||konto,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||kopersbescherming,3,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333
a||||||korean,81,0.0,0.0,0.0,1.0,1.0,0.4567901234567901,0.4567901234567901
a||||||kostenlos anmelden,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||koszyk życzeń,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||kundenservice,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||käuferschutz,4,0.0,0.0,0.0,1.0,1.0,0.25,0.25
a||||||lace frontal,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||lace wigs,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||ladies dresses,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||ladies shoes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||laptops,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||laser,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||laser engraver,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||law enforcement compliance guide,54,0.0,0.0,0.0,1.0,1.0,0.2222222222222222,0.2222222222222222
a||||||le coin des marques,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||leather bag men,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||leather purse,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||led,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||led  light,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||led ampoule,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||led light,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||led light strip,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||led lights,2,0.0,0.0,0.0,1.0,1.0,0.5,1.0
a||||||leg warmers,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||leg warmers women,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||lego,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||lego minifigures,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||leitfaden für neue,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||lemfo,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||lepin star wars,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||les plus populaires,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||letter necklace,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||lieferoptionen,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||lighter,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||lingerie,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||lista de desejos,6,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.5
a||||||lista de deseos,5,0.0,0.0,0.0,1.0,1.0,0.4,0.6
a||||||lista dei desideri,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||liste d'envies,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||little mermaid,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||live,66,0.0,0.0,0.0,1.0,1.0,0.3939393939393939,0.6212121212121212
a||||||lo más popular,5,0.0,0.0,0.0,1.0,1.0,0.8,0.8
a||||||logo stickers custom,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||louie vuiton bag,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||low price,84,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.42857142857142855
a||||||lowcoster,5,0.0,0.0,0.0,1.0,1.0,0.6,0.6
a||||||luggage,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||luggage & bags,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||lunch bag,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||lunch box,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||lune lampe,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||luxury backpack,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||magnetic blocks,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mais,3,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||mais vendidos,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||maison et jardin,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||make up organizer,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||making payment,25,0.0,0.0,0.0,1.0,1.0,0.44,0.44
a||||||making payments,73,0.0,0.0,0.0,1.0,1.0,0.2054794520547945,0.2054794520547945
a||||||mamãe & bebê,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||man hoodies,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mapa del sitio web,4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mapa do site,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||mappa del sito,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||marcas destacadas,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||marcas em destaque,4,0.0,0.0,0.0,1.0,1.0,0.25,0.75
a||||||marcas originales,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||marques recommandées,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mascarias para la boca,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||masculino,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||maxi dress,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||medias,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||megazord,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||meilleures ventes,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||melden overtredingen van intellectuele-eigendomsrechten,3,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333
a||||||men jacket,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||men sandals,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||men shoes sneakers,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||men wallets,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||men watch,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||men's & women's clothing,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||men's clothing,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||menos de $5,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mens shirts,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mens shoes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mens watches,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||men’s clothing,19,0.0,0.0,0.0,1.0,1.0,0.47368421052631576,1.0
a||||||mesh top,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||message center,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||metal cutting dies,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mi cuenta,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||micro sd,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||microscope,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||milan fashion week,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||minha conta,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0
a||||||mini washing machine,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||miniature,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||minie mouse,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mink 3d lashes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mobiele,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||mobile,5,0.0,0.0,0.0,1.0,1.0,0.4,0.4
a||||||mochila de couro,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||moda feminina,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||moda masculina,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mode femme,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||mode homme,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||moeder & kids,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||moins de 5$,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mondmasker,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||montre rolex,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||montres,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||moto auto,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||motorcycle gloves,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mouse pad,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||multimeter,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mushroom,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||muslin swaddle,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||mutter & kinder,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||my aliexpress,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||my hero academia,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||my orders,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||métodos de envío,5,0.0,0.0,0.0,1.0,1.0,0.4,0.4
a||||||müşteri hizmetleri,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||müşteri koruma,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||nan,2054,0.0,0.0,0.32945091514143093,1.0,1.0,0.012658227848101266,0.042843232716650435
a||||||nba jersey,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||nederlands,12,0.0,0.0,0.0,1.0,1.0,0.5833333333333334,0.5833333333333334
a||||||neon light,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||new user guide,53,0.0,0.0,0.0,1.0,1.0,0.20754716981132076,0.20754716981132076
a||||||new user zone,25,0.0,0.0,0.0,1.0,1.0,0.68,1.0
a||||||next,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||nieuwe userzone,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||nike,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||nose ring,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||note 10 lite case,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||notepad,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||novios,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||novos usuários,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||novos usuários!,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||nutzungsbedingungen,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||ochrona kupujących,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||ofertas destacadas,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||ofertas do dia,9,0.0,0.0,0.0,1.0,1.0,0.2222222222222222,0.3333333333333333
a||||||ofertas relámpago,8,0.0,0.0,0.0,1.0,1.0,0.25,0.375
a||||||offerte flash,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||office,4,0.0,0.0,0.0,1.0,1.0,0.75,1.0
a||||||om,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||on sale aug 5-7,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||on sale july 17-18,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||on sale june 1-2,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||on sale june 16-23,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||on sale mar.31-apr.2,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||on sale sep 18-19,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||oppo a3s phone,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||opções de entrega,5,0.0,0.0,0.0,1.0,1.0,0.4,0.4
a||||||opções de envio,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||ordinateurs et réseaux,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||organizaciones y soporte técnico,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||organizaiçoes e suporte técnico,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||organization & technical support,18,0.0,0.0,0.0,1.0,1.0,0.2777777777777778,0.2777777777777778
a||||||os mais vendidos,4,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||oturum aç,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||overzicht,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||packing cubes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pagos,5,0.0,0.0,0.0,1.0,1.0,0.4,0.4
a||||||pajamas for women,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||panier,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pants men,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||paperclips,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||partnerships,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||patio furniture,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pegue seu cupom de us $3,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pelucas de mujer,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pen,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||pencil case,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pendant necklace,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||peppa pig,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pesquisa de satisfação,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||phones & accessories,20,0.0,0.0,0.0,1.0,1.0,0.45,0.95
